ProjectCoCID,ProjectID,CoCCode,Geocode,Address1,Address2,City,State,ZIP,GeographyType,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
"1019","1019","OH-507","399057","1087 W 2nd St",,"Xenia","OH","45385",2,2021-06-15 17:12:30,2021-06-15 17:12:30,"29",,"42412"
"1020","1020","OH-507","392118","550 High St",,"Hamilton","OH","45011",2,2021-06-15 17:22:49,2021-06-15 17:22:49,"29",,"42412"
"1021","1021","OH-507","392118","4110 Hamilton Middletown Rd",,"Hamilton","OH","45011",2,2021-06-16 09:05:54,2021-06-16 09:05:54,"29",,"42412"
"1022","1022","OH-507","399059","710 N 4th Street",,"Cambridge","OH","43725",3,2021-06-16 09:14:03,2021-06-16 09:14:03,"29",,"42412"
"1023","1023","OH-507","394998","76 E High St",,"Springfield","OH","45502",1,2021-06-16 09:27:46,2021-06-16 09:27:46,"29",,"42412"
"1024","1024","OH-507","399129","436 Ohio Street",,"Circleville","OH","43113",3,2021-06-16 13:04:44,2021-06-16 13:04:44,"26",,"42412"
"1026","1026","OH-504","395874","261 E Wood St","","Youngstown","OH","44503",1,2021-06-16 15:02:55,2021-06-16 15:02:55,"29",,"42412"
"1028","1028","OH-507","399027","478 Thorne Ave.",,"Wilmington","OH","45177",3,2021-06-16 15:38:43,2021-06-16 15:38:43,"29",,"42412"
"1029","1029","OH-507","399131","2626 Shyville Rd.",,"Piketon","OH","45661",3,2021-06-16 15:39:58,2021-06-16 15:39:58,"26",,"42412"
"1030","1030","OH-507","399145","410 Court St.",,"Portsmouth","OH","45662",2,2021-06-16 15:44:38,2021-06-16 15:44:38,"26",,"42412"
"1032","1032","OH-507","391176","880 E. 11th Ave.",,"Columbus","OH","43211",1,2021-06-16 16:03:35,2021-06-16 16:03:35,"29",,"42412"
"1033","1033","OH-504","395874","962 Martin Luther King Jr Blvd",,"Youngstown","OH","44501",1,2021-06-16 16:04:57,2021-06-16 16:04:57,"26",,"42412"
"1035","1035","OH-504","395874","962 Martin Luther King Jr Blvd",,"Youngstown","OH","44501",1,2021-06-16 16:08:33,2021-06-16 16:08:33,"26",,"42412"
"1037","1037","OH-507","391362","400 Wayne Ave.",,"Dayton","OH","45410",1,2021-06-16 16:45:12,2021-06-16 16:45:12,"29",,"42412"
"1038","1038","OH-507","394680","322 Warren St.",,"Sandusky","OH","44870",3,2021-06-16 16:49:59,2021-06-16 16:49:59,"29",,"42412"
"1039","1039","OH-507","399029","7300 Rose Drive",,"Lisbon","OH","44432",3,2021-06-16 16:56:24,2021-06-16 16:56:24,"29",,"42412"
"1040","1040","OH-507","399055","339 Washington St",,"Chardon","OH","44024",2,2021-06-16 17:03:56,2021-06-16 17:03:56,"29",,"42412"
"1041","1041","OH-507","399085","189 1st St.",,"Painesville","OH","44077",2,2021-06-16 17:09:09,2021-06-16 17:09:09,"29",,"42412"
"1044","1043","OH-507","399171","201 S Main St",,"Bryan","OH","43506",3,2021-06-17 13:27:13,2021-06-17 13:27:13,"26",,"42412"
"1052","1044","OH-507","394998","101 W. High St.",,"Springfield","OH","45502",1,2021-06-17 13:36:15,2021-06-17 13:36:15,"26",,"42412"
"1053","1045","OH-507","393054","218 Putnam St.",,"Marietta","OH","45750",2,2021-06-17 13:43:19,2021-06-17 13:43:19,"26",,"42412"
"1057","1046","OH-507","393054","205 Davis Ave",,"Marietta","OH","45750",2,2021-06-17 13:49:18,2021-06-17 13:49:18,"26",,"42412"
"1074","1063","OH-507","393558","112 South 3rd Street",,"Newark","OH","43055",2,2021-06-23 12:08:41,2021-06-23 12:08:41,"29",,"42412"
"1075","1064","OH-507","392634","1681 E Main St","","Lancaster","OH","43130",3,2021-06-23 14:40:57,2021-06-23 14:40:57,"29",,"42412"
"1178","1065","OH-507","399085","1 Victoria Pl","Ste 265A","Painesville","OH","44077",2,2021-07-06 17:27:38,2021-07-06 17:27:38,"26",,"42412"
"1179","1066","OH-507","399055","12557 Ravenwood Dr","","Chardon","OH","44024",2,2021-07-07 12:39:47,2021-07-07 12:39:47,"30",,"42412"
"1180","1067","OH-507","399075","5850 Co Hwy 77",,"Millersburg","OH","44654",3,2021-07-07 13:36:26,2021-07-07 13:36:26,"28",,"42412"
"1181","1068","OH-507","399059","927 Wheeling Ave Ste 102",,"Cambridge","OH","43725",3,2021-07-08 15:18:04,2021-07-08 15:18:04,"28",,"42412"
"1182","1069","OH-507","399063","510 W Main Cross St",,"Findlay","OH","45840",3,2021-07-08 15:44:00,2021-07-08 15:44:00,"28",,"42412"
"1185","1072","OH-507","399027","36 Gallup St","","Wilmington","OH","45177",3,2021-07-11 18:56:54,2021-07-11 18:56:54,"26",,"42412"
"1186","1073","OH-507","399027","36 Gallup Street",,"Wilmington","OH","45177",3,2021-07-11 19:05:18,2021-07-11 19:05:18,"26",,"42412"
"1187","1074","OH-507","399027","36 Gallup Street",,"Wilmington","OH","45177",3,2021-07-11 19:15:23,2021-07-11 19:15:23,"26",,"42412"
"1188","1075","OH-507","399141","250 N Woodbridge Ave","","Chillicothe","OH","45601",3,2021-07-14 13:35:04,2021-07-14 13:35:04,"30",,"42412"
"1200","1086","OH-507","391602","360 Princeton Ave",,"Elyria","OH","44035",1,2021-08-02 15:18:10,2021-08-02 15:18:10,"28",,"42412"
"1201","1087","OH-507","394680","Confidential - Erie Safe Harbor",,"Sandusky","OH","44870",3,2021-08-02 15:21:44,2021-08-02 15:21:44,"28",,"42412"
"1202","1088","OH-507","392820","Confidential - Lorain - Safe Harbor",,"Lorain","OH","44052",2,2021-08-02 15:25:55,2021-08-02 15:25:55,"28",,"42412"
"1205","1091","OH-507","399149","Confidential - New Choices",,"Sidney","OH","45365",3,2021-08-02 16:05:12,2021-08-02 16:05:12,"28",,"42412"
"1206","1092","OH-507","399063","Confidential - Open Arms DV and Rape Crisis Services",,"Findlay","OH","45839",3,2021-08-02 16:12:49,2021-08-02 16:12:49,"28",,"42412"
"1207","1093","OH-507","399069","722 N Perry St",,"Napoleon","OH","43545",3,2021-08-02 16:17:03,2021-08-02 16:17:03,"28",,"42412"
"1208","1094","OH-507","399059","1341 Clark St, Cambridge, OH 43725",,"Cambridge","OH","43725",3,2021-08-02 16:44:30,2021-08-02 16:44:30,"28",,"42412"
"1209","1095","OH-507","399027","180 E. Main St.",,"Wilmington","OH","45177",3,2021-08-03 10:56:30,2021-08-03 10:56:30,"28",,"42412"
"1210","1096","OH-507","393558","Confidential - The Woodlands",,"Newark","OH","43055",2,2021-08-03 11:15:40,2021-08-03 11:15:40,"28",,"42412"
"1219","1104","OH-507","399005","527 E Liberty St","","Ashland","OH","44805",2,2021-08-05 13:56:05,2021-08-05 13:56:05,"28",,"42412"
"1218","1104","Defaul",,,,,,,,2021-08-05 13:56:05,2023-01-04 13:25:43,"27",2023-01-04 13:25:43,"42412"
"1229","1107","OH-507","399041","Confidential - Turning Point",,"Delaware","OH","43015",2,2021-09-08 15:58:33,2021-09-08 15:58:33,"27",,"42412"
"1232","1109","OH-507","399135","308 Eaton Lewisburg Rd.",,"Eaton","OH","45320",3,2021-10-07 18:07:22,2021-10-07 18:07:22,"26",,"42412"
"1233","1110","OH-504","390066","624 Scranton Ave.",,"Alliance","OH","44601",2,2021-10-07 18:24:24,2021-10-07 18:24:24,"26",,"42412"
"1234","1111","OH-504","390066","624 Scranton Ave.",,"Alliance","OH","44601",2,2021-10-07 18:26:33,2021-10-07 18:26:33,"26",,"42412"
"1235","1112","OH-507","399147","107 W Perry St","","Tiffin","OH","44883",3,2021-10-19 15:07:35,2021-10-19 15:07:35,"27",,"42412"
"1236","1113","OH-507","399145","433 Third St.",,"Portsmouth","OH","45662",2,2021-10-27 16:05:23,2021-10-27 16:05:23,"26",,"42412"
"1238","1115","OH-507","399101","1183 Bellefontaine Ave",,"Marion","OH","43302",3,2021-10-28 12:20:13,2021-10-28 12:20:13,"26",,"42412"
"1239","1116","OH-507","399101","1183 Bellefontaine Ave",,"Marion","OH","43302",3,2021-10-28 12:27:31,2021-10-28 12:27:31,"26",,"42412"
"1240","1117","OH-507","399135","111 W. Somers St.",,"Eaton","OH","45320",3,2021-11-12 17:36:35,2021-11-12 17:36:35,"26",,"42412"
"1242","1119","OH-507","399091","1521 N. Detroit Street",,"West Liberty","OH","43357",3,2021-12-02 15:13:10,2021-12-02 15:13:10,"26",,"42412"
"1243","1120","OH-507","399091","1521 N. Detroit Street",,"West Liberty","OH","43357",3,2021-12-02 15:20:19,2021-12-02 15:20:19,"26",,"42412"
"1244","1121","OH-507","399091","1521 N. Detroit Street",,"West Liberty","OH","43357",3,2021-12-02 18:57:58,2021-12-02 18:57:58,"26",,"42412"
"1245","1122","OH-507","399091","1521 N. Detroit Street",,"West Liberty","OH","43357",3,2021-12-02 19:01:03,2021-12-02 19:01:03,"26",,"42412"
"1246","1123","OH-507","392730","540 S. Central Ave.",,"Lima","OH","45804",1,2022-01-11 17:54:24,2022-01-11 17:54:24,"27",,"42412"
"1248","1125","OH-507","399003","818 Carnation Dr","","Wapakoneta","OH","45895",2,2022-01-20 11:24:32,2022-01-20 11:24:32,"26",,"42412"
"1249","1126","OH-507","399011","13093 Infirmary Rd",,"Wapakoneta","OH","45895",2,2022-01-20 12:37:55,2022-01-20 12:37:55,"27",,"42412"
"1250","1127","OH-507","399027","495 E Locust St",,"Wilmington","OH","45177",3,2022-01-20 12:45:56,2022-01-20 12:45:56,"26",,"42412"
"1251","1128","OH-507","399045","1743 E Main St","","Lancaster","OH","43130",3,2022-01-20 13:16:38,2022-01-20 13:16:38,"26",,"42412"
"1253","1130","OH-507","399107","420 N. Brandon Ave. Suite A",,"Celina","OH","45822",3,2022-01-20 15:22:54,2022-01-20 15:22:54,"27",,"42412"
"1255","1131","OH-507","399149","950 Childrens Home Rd",,"Sidney","OH","45365",3,2022-02-17 11:51:32,2022-02-17 11:51:32,"30",,"42412"
"1256","1132","OH-507","399145","1001 9th St",,"Portsmouth","OH","45662",2,2022-02-18 13:00:12,2022-02-18 13:00:12,"30",,"42412"
"1257","1133","OH-507","399145","1001 9th St",,"Portsmouth","OH","45662",2,2022-02-21 23:19:26,2022-02-21 23:19:26,"30",,"42412"
"1258","1134","OH-507","399145","1001 9th St","","Portsmouth","OH","45662",2,2022-02-22 00:29:45,2022-02-22 00:29:45,"30",,"42412"
"1260","1135","OH-507","399081","408 N 5th St","","Steubenville","OH","43952",1,2022-02-25 16:33:47,2022-02-25 16:33:47,"30",,"42412"
"1261","1136","OH-507","392820","1536 E. 30th St.",,"Lorain","OH","44055",2,2022-02-28 10:43:16,2022-02-28 10:43:16,"30",,"42412"
"1262","1137","OH-507","399029","7880 Lincole Pl",,"Lisbon","OH","44432",3,2022-03-07 10:54:36,2022-03-07 10:54:36,"30",,"42412"
"1263","1138","OH-507","399093","716 Broad St",,"Elyria","OH","44035",1,2022-03-18 12:55:42,2022-03-18 12:55:42,"30",,"42412"
"1264","1139","OH-507","399103","232 Northland Dr",,"Medina","OH","44256",2,2022-03-21 12:48:41,2022-03-21 12:48:41,"30",,"42412"
"1265","1140","OH-507","399039","1933 E. Second Street",,"Defiance","OH","43512",3,2022-03-24 10:08:32,2022-03-24 10:08:32,"30",,"42412"
"1266","1141","OH-507","399133","1036 W Main St",,"Ravenna","OH","44266",2,2022-03-29 20:21:52,2022-03-29 20:21:52,"30",,"42412"
"1355","1143","OH-501","395214","211 S Byrne Rd",,"Toledo","OH","43615",1,2024-02-07 11:30:33,2024-02-07 11:30:33,"28",,"42412"
"1269","1144","OH-504","395874","261 E Wood St",,"Youngstown","OH","44503",1,2022-04-18 22:03:10,2022-04-18 22:03:10,"30",,"42412"
"1270","1145","OH-507","399103","Confidential",,"Medina","OH","44256",2,2022-05-05 13:32:04,2022-05-05 13:32:04,"30",,"42412"
"1271","1146","OH-507","399149","950 Childrens Home Rd","","Sidney","OH","45365",3,2022-05-16 11:50:28,2022-05-16 11:50:28,"30",,"42412"
"1272","1147","OH-507","399165","990 E Ridge Dr",,"Lebanon","OH","45036",2,2022-06-10 11:48:40,2022-06-10 11:48:40,"30",,"42412"
"1273","1148","OH-507","399133","705 Oakwood St","Ste. 221","Ravenna","OH","44266",2,2022-06-10 12:34:35,2022-06-10 12:34:35,"30",,"42412"
"1323","1149","OH-508","390858","115 Central Plz N","","Canton","OH","44702",1,2023-07-18 14:18:13,2023-07-18 14:18:13,"27",,"42412"
"1274","1149","OH-507",,,,,,,,2022-06-19 13:51:15,2023-07-18 14:18:13,"27",2023-07-18 14:18:13,"42412"
"1275","1150","OH-507","392634","1681 E. Main Street",,"Lancaster","OH","43130",3,2022-06-27 16:15:59,2022-06-27 16:15:59,"30",,"42412"
"1276","1151","OH-507","399109","530 Crescent Dr","","Troy","OH","45373",2,2022-06-30 10:52:56,2022-06-30 10:52:56,"30",,"42412"
"1277","1152","OH-507","399087","120 N 3rd Street",,"Ironton","OH","45638",3,2022-06-30 11:36:17,2022-06-30 11:36:17,"30",,"42412"
"1278","1153","OH-507","399087","120 N 3rd Street",,"Ironton","OH","45638",3,2022-07-13 14:37:03,2022-07-13 14:37:03,"227",,"42412"
"1326","1155","OH-508","390858","115 Central Plz N","","Canton","OH","44702",1,2023-07-18 14:19:10,2023-07-18 14:19:10,"27",,"42412"
"1280","1155","OH-507",,,,,,,,2022-07-29 15:35:48,2023-07-18 14:19:10,"27",2023-07-18 14:19:10,"42412"
"1281","1156","OH-507","399169","104 Spink St.",,"Wooster","OH","44691",3,2022-08-10 12:21:01,2022-08-10 12:21:01,"30",,"42412"
"1282","1157","OH-507","399017","622 East Ave",,"Hamilton","OH","45011",2,2022-08-19 15:03:07,2022-08-19 15:03:07,"30",,"42412"
"1283","1158","OH-504","395874","25 West Rayen Avenue",,"Youngstown","OH","44503",1,2022-08-25 11:09:46,2022-08-25 11:09:46,"30",,"42412"
"1284","1159","OH-504","395874","25 West Rayen Avenue",,"Youngstown","OH","44503",1,2022-08-25 11:22:49,2022-08-25 11:22:49,"227",,"42412"
"1285","1160","OH-504","395874","25 West Rayen Avenue",,"Youngstown","OH","44503",1,2022-08-25 11:29:57,2022-08-25 11:29:57,"227",,"42412"
"1287","1161","OH-504","395874","25 E Boardman St","","Youngstown","OH","44503",1,2022-09-08 11:32:18,2022-09-08 11:32:18,"227",,"42412"
"1288","1162","OH-507","391602","338 E Bridge St","","Elyria","OH","44035",1,2022-09-08 14:57:09,2022-09-08 14:57:09,"227",,"42412"
"1289","1163","OH-507","399083","309 S Main St",,"Mount Vernon","OH","43050",3,2022-09-22 11:17:45,2022-09-22 11:17:45,"27",,"42412"
"1325","1164","OH-508","390858","115 Central Plz N","","Canton","OH","44702",1,2023-07-18 14:18:53,2023-07-18 14:18:53,"27",,"42412"
"1324","1165","OH-508","390858","115 Central Plz N","","Canton","OH","44702",1,2023-07-18 14:18:35,2023-07-18 14:18:35,"27",,"42412"
"1292","1166","OH-507","399047","1400 U.S. Route 22 NW",,"Washington Court House","OH","43160",3,2022-10-05 14:55:35,2022-10-05 14:55:35,"27",,"42412"
"1293","1167","OH-507","394998","501 W. High St.",,"Springfield","OH","45506",1,2022-11-08 11:39:00,2022-11-08 11:39:00,"227",,"42412"
"1295","1169","OH-507","399135","111 W. Somers St.",,"Eaton","OH","45320",3,2022-11-17 13:01:36,2022-11-17 13:01:36,"30",,"42412"
"1298","1170","OH-507","393222","1001 Grove St","","Middletown","OH","45044",3,2023-01-25 11:02:13,2023-01-25 11:02:13,"227",,"42412"
"1301","1173","OH-507","399147","433 W Market St","433 West Market St. Tiffin, OH 44883","Tiffin","OH","44883",3,2023-01-26 16:19:50,2023-01-26 16:19:50,"227",,"42412"
"1302","1174","OH-507","399055","16759 Kinsman Rd",,"Middlefield","OH","44062",3,2023-01-31 11:32:51,2023-01-31 11:32:51,"30",,"42412"
"1304","1176","OH-507","391602","2100 N Ridge Rd","","Elyria","OH","44035",1,2023-02-01 10:44:58,2023-02-01 10:44:58,"227",,"42412"
"1305","1177","OH-507","399069","210 E Clinton St",,"Napoleon","OH","43545",3,2023-02-03 14:44:30,2023-02-03 14:44:30,"30",,"42412"
"1306","1178","OH-507","399161","408 E. Main Street",,"Van Wert","OH","45891",3,2023-02-08 11:18:04,2023-02-08 11:18:04,"30",,"42412"
"1308","1179","OH-507","399133","2645 State Route 59","","Ravenna","OH","44266",2,2023-02-24 15:34:43,2023-02-24 15:34:43,"227",,"42412"
"1309","1180","OH-507","399053","701 4th Ave",,"Gallipolis","OH","45631",3,2023-03-06 11:00:46,2023-03-06 11:00:46,"30",,"42412"
"1310","1181","OH-507","399109","530 Crescent Dr","","Troy","OH","45373",2,2023-03-06 11:09:54,2023-03-06 11:09:54,"30",,"42412"
"1311","1182","OH-507","399109","530 Crescent Dr","","Troy","OH","45373",2,2023-03-06 11:16:49,2023-03-06 11:16:49,"30",,"42412"
"1312","1183","OH-507","399109","530 Crescent Dr","","Troy","OH","45373",2,2023-03-06 11:20:42,2023-03-06 11:20:42,"30",,"42412"
"1313","1184","OH-507","392820","1536 E. 30th St.",,"Lorain","OH","44055",2,2023-03-08 18:07:08,2023-03-08 18:07:08,"227",,"42412"
"1314","1185","OH-504","395874","2611 Homestead Ave","","Youngstown","OH","44502",1,2023-04-06 13:36:14,2023-04-06 13:36:14,"227",,"42412"
"1315","1186","OH-507","399149","950 Childrens Home Rd","","Sidney","OH","45365",3,2023-05-10 14:32:42,2023-05-10 14:32:42,"28",,"42412"
"1322","1187","OH-508","390858","115 Central Plz N","","Canton","OH","44702",1,2023-07-18 14:14:13,2023-07-18 14:14:13,"27",,"42412"
"1317","1188","OH-507","394998","325 W Columbia St",,"Springfield","OH","45502",1,2023-06-14 14:50:06,2023-06-14 14:50:06,"28",,"42412"
"1318","1189","OH-507","392820","1536 E. 30th St.",,"Lorain","OH","44055",2,2023-06-21 14:19:29,2023-06-21 14:19:29,"28",,"42412"
"1320","1191","OH-507","392634","1743 E. Main Street",,"Lancaster","OH","43130",3,2023-07-10 13:16:36,2023-07-10 13:16:36,"28",,"42412"
"1321","1192","OH-504","395874","319 W Rayen Ave","","Youngstown","OH","44502",1,2023-07-12 14:35:44,2023-07-12 14:35:44,"28",,"42412"
"1327","1193","OH-507","399143","127 South Front Street",,"Fremont","OH","43420",3,2023-08-03 15:43:56,2023-08-03 15:43:56,"227",,"42412"
"1328","1194","OH-507","399141","1049 Columbus St","","Chillicothe","OH","45601",3,2023-10-24 11:09:09,2023-10-24 11:09:09,"227",,"42412"
"1329","1195","OH-507","399017","332 Dayton St.",,"Hamilton","OH","45011",2,2023-10-26 15:55:17,2023-10-26 15:55:17,"227",,"42412"
"1330","1196","OH-507","399025","43 E Main St","","Amelia","OH","45102",2,2023-11-06 16:57:35,2023-11-06 16:57:35,"227",,"42412"
"1331","1197","OH-504","395874","1325 Fifth Avenue",,"Youngstown","OH","44504",1,2023-11-14 11:25:08,2023-11-14 11:25:08,"27",,"42412"
"1332","1198","OH-507","392118","622 East Ave","","Hamilton","OH","45011",2,2023-11-14 12:16:21,2023-11-14 12:16:21,"27",,"42412"
"1333","1199","OH-507","394998","501 W. High St.",,"Springfield","OH","45506",1,2023-11-14 13:31:41,2023-11-14 13:31:41,"28",,"42412"
"1334","1200","OH-507","393558","23 S Park Pl","Suite 200","Newark","OH","43055",2,2023-11-16 15:51:54,2023-11-16 15:51:54,"227",,"42412"
"1335","1201","OH-507","393558","23 S Park Pl","Suite 200","Newark","OH","43055",2,2023-11-16 16:38:03,2023-11-16 16:38:03,"227",,"42412"
"1336","1202","OH-507","399141","1049 Columbus St","","Chillicothe","OH","45601",3,2023-11-29 15:06:16,2023-11-29 15:06:16,"227",,"42412"
"1337","1203","OH-507","399017","2052 Princeton Rd.",,"Hamilton","OH","45011",2,2023-11-30 12:24:05,2023-11-30 12:24:05,"27",,"42412"
"1338","1204","OH-507","399145","613 Chillicothe St","","Portsmouth","OH","45662",2,2023-12-14 09:33:08,2023-12-14 09:33:08,"227",,"42412"
"1339","1205","OH-507","393012","124 W. Third St.",,"Mansfield","OH","44902",1,2023-12-15 09:52:58,2023-12-15 09:52:58,"227",,"42412"
"1340","1206","OH-507","399083","106 E Gambier St","","Mount Vernon","OH","43050",3,2023-12-15 11:15:45,2023-12-15 11:15:45,"227",,"42412"
"1341","1207","OH-504","395874","222 W Federal St, Ste 201",,"Youngstown","OH","44503",1,2023-12-18 12:53:28,2023-12-18 12:53:28,"30",,"42412"
"1342","1208","OH-504","395874","131 W Boardman St","","Youngstown","OH","44503",1,2024-01-02 14:04:35,2024-01-02 14:04:35,"227",,"42412"
"1343","1209","OH-504","395874","131 W Boardman St","","Youngstown","OH","44503",1,2024-01-02 14:42:22,2024-01-02 14:42:22,"227",,"42412"
"1344","1210","OH-507","399009","10 Hope Dr","","Athens","OH","45701",3,2024-01-18 14:13:09,2024-01-18 14:13:09,"227",,"42412"
"1345","1211","OH-507","399009","11 Graham Dr",,"Athens","OH","45701",3,2024-01-18 14:29:15,2024-01-18 14:29:15,"227",,"42412"
"1346","1212","OH-507","399119","807 Putnam Ave.",,"Zanesville","OH","43701",3,2024-01-18 16:49:18,2024-01-18 16:49:18,"28",,"42412"
"1347","1213","OH-507","394998","325 W Columbia St",,"Springfield","OH","45502",1,2024-01-22 10:36:03,2024-01-22 10:36:03,"27",,"42412"
"1348","1214","OH-507","392118","1570 Grand Blvd","","Hamilton","OH","45011",2,2024-01-31 10:23:20,2024-01-31 10:23:20,"227",,"42412"
"1349","1215","OH-507","399149","","","Sidney","OH","45365",3,2024-01-31 10:45:20,2024-01-31 10:45:20,"227",,"42412"
"1350","1216","OH-507","394998","501 W. High St.",,"Springfield","OH","45506",1,2024-01-31 16:15:50,2024-01-31 16:15:50,"227",,"42412"
"1353","1217","OH-507","399005","Confidential - Appleseed Community Mental Health Center",,"Ashland","OH","44805",2,2024-02-06 11:19:50,2024-02-06 11:19:50,"28",,"42412"
"1354","1218","OH-507","399155","290 W. Market St.",,"Warren","OH","44481",3,2024-02-07 09:55:57,2024-02-07 09:55:57,"227",,"42412"
"1356","1219","OH-507","393054","Confidential - EVE, Incorporated",,"Marietta","OH","45750",2,2024-02-13 17:03:19,2024-02-13 17:03:19,"227",,"42412"
"1357","1220","OH-507","393054","Confidential - EVE, Incorporated",,"Marietta","OH","45750",2,2024-02-13 17:23:39,2024-02-13 17:23:39,"227",,"42412"
"1358","1221","OH-507","399103","120 W Washington St","Suite 1-L","Medina","OH","44256",2,2024-02-14 13:35:52,2024-02-14 13:35:52,"28",,"42412"
"1359","1222","OH-507","399109","339 South St.",,"Piqua","OH","45356",2,2024-02-15 14:06:08,2024-02-15 14:06:08,"28",,"42412"
"1360","1223","OH-504","395874","319 W Rayen Ave","","Youngstown","OH","44502",1,2024-02-27 09:25:26,2024-02-27 09:25:26,"227",,"42412"
"1361","1224","OH-507","399025","43 E Main St","","Amelia","OH","45102",2,2024-02-27 09:49:17,2024-02-27 09:49:17,"227",,"42412"
"1362","1225","OH-507","399017","2052 Princeton Rd.",,"Hamilton","OH","45011",2,2024-02-27 10:11:35,2024-02-27 10:11:35,"227",,"42412"
"1363","1226","OH-507","399145","613 Chillicothe St","","Portsmouth","OH","45662",2,2024-02-27 10:53:25,2024-02-27 10:53:25,"227",,"42412"
"1364","1227","OH-507","399083","106 E Gambier St","","Mount Vernon","OH","43050",3,2024-02-27 15:04:08,2024-02-27 15:04:08,"227",,"42412"
"1365","1228","OH-507","399129","469 East Ohio Street",,"Circleville","OH","43113",3,2024-02-29 14:35:31,2024-02-29 14:35:31,"227",,"42412"
"1366","1229","OH-507","399129","469 East Ohio Street",,"Circleville","OH","43113",3,2024-02-29 15:17:39,2024-02-29 15:17:39,"227",,"42412"
"1367","1230","OH-507","399141","250 N. Woodbridge Ave.",,"Chillicothe","OH","45601",3,2024-02-29 16:49:13,2024-02-29 16:49:13,"227",,"42412"
"1368","1231","OH-507","399141","250 N. Woodbridge Ave.",,"Chillicothe","OH","45601",3,2024-02-29 16:59:15,2024-02-29 16:59:15,"227",,"42412"
"1369","1232","OH-507","399131","941 Market Street",,"Piketon","OH","45661",3,2024-02-29 17:18:16,2024-02-29 17:18:16,"227",,"42412"
"1370","1233","OH-507","399131","941 Market Street",,"Piketon","OH","45661",3,2024-02-29 17:33:50,2024-02-29 17:33:50,"227",,"42412"
"1371","1234","OH-507","399047","1400 U.S. Route 22 NW",,"Washington Court House","OH","43160",3,2024-03-04 13:55:05,2024-03-04 13:55:05,"227",,"42412"
"1372","1235","OH-507","399047","1400 U.S. Route 22 NW",,"Washington Court House","OH","43160",3,2024-03-04 14:09:11,2024-03-04 14:09:11,"227",,"42412"
"1373","1236","OH-507","399169","104 Spink St.",,"Wooster","OH","44691",3,2024-03-04 16:42:44,2024-03-04 16:42:44,"227",,"42412"
"1374","1237","OH-507","399169","104 Spink St.",,"Wooster","OH","44691",3,2024-03-04 16:59:10,2024-03-04 16:59:10,"227",,"42412"
"1375","1238","OH-507","399091","1521 N. Detroit Street",,"West Liberty","OH","43357",3,2024-03-04 17:27:30,2024-03-04 17:27:30,"227",,"42412"
"1376","1239","OH-507","399091","1521 N. Detroit Street",,"West Liberty","OH","43357",3,2024-03-04 17:38:51,2024-03-04 17:38:51,"227",,"42412"
"1377","1240","OH-507","399145","1001 9th St",,"Portsmouth","OH","45662",2,2024-03-13 13:42:44,2024-03-13 13:42:44,"227",,"42412"
"1378","1241","OH-507","399103","126 N Court St","","Medina","OH","44256",2,2024-03-14 10:54:33,2024-03-14 10:54:33,"227",,"42412"
"1379","1242","OH-507","399141","250 N. Woodbridge Ave.",,"Chillicothe","OH","45601",3,2024-03-14 12:19:34,2024-03-14 12:19:34,"227",,"42412"
"1380","1243","OH-504","395874","319 W Rayen Ave","","Youngstown","OH","44502",1,2024-04-11 15:26:10,2024-04-11 15:26:10,"227",,"42412"
"1381","1244","OH-507","399103","Confidential",,"Medina","OH","44256",2,2024-04-18 17:27:00,2024-04-18 17:27:00,"227",,"42412"
"1382","1245","OH-507","399013","68150 Bayberry Dr","","Saint Clairsville","OH","43950",2,2024-04-18 17:51:04,2024-04-18 17:51:04,"227",,"42412"
"1383","1246","OH-507","399013","68150 Bayberry Dr","","Saint Clairsville","OH","43950",2,2024-04-18 18:05:00,2024-04-18 18:05:00,"227",,"42412"
"1384","1247","OH-507","399159","1140 Charles Ln","","Marysville","OH","43040",3,2024-06-10 12:39:16,2024-06-10 12:39:16,"27",,"42412"
"1385","1248","OH-507","393054","301 Putnam St","","Marietta","OH","45750",2,2024-06-26 10:24:50,2024-06-26 10:24:50,"27",,"42412"
"1386","1249","OH-507","399165","990 E Ridge Dr",,"Lebanon","OH","45036",2,2024-06-27 16:35:33,2024-06-27 16:35:33,"227",,"42412"
"1387","1250","OH-507","399165","990 E Ridge Dr",,"Lebanon","OH","45036",2,2024-06-27 16:51:09,2024-06-27 16:51:09,"227",,"42412"
"1388","1251","OH-507","399169","104 Spink St.",,"Wooster","OH","44691",3,2024-08-14 15:20:33,2024-08-14 15:20:33,"227",,"42412"
"1389","1252","OH-507","393558","23 S Park Pl","Suite 200","Newark","OH","43055",2,2024-08-15 17:00:20,2024-08-15 17:00:20,"227",,"42412"
"1390","1253","OH-507","393558","23 S Park Pl","Suite 200","Newark","OH","43055",2,2024-08-15 17:15:20,2024-08-15 17:15:20,"227",,"42412"
"1391","1254","OH-507","399169","931 Rebecca St","","Wooster","OH","44691",3,2024-08-29 15:02:35,2024-08-29 15:02:35,"227",,"42412"
"1392","1255","OH-507","392118","400 S Erie Blvd","400 N Erie Blvd. Suite A Hamilton, OH 45011","Hamilton","OH","45011",2,2024-10-17 15:26:38,2024-10-17 15:26:38,"227",,"42412"
