InventoryID,ProjectID,CoCCode,HouseholdType,Availability,UnitInventory,BedInventory,CHVetBedInventory,YouthVetBedInventory,VetBedInventory,CHYouthBedInventory,YouthBedInventory,CHBedInventory,OtherBedInventory,ESBedType,InventoryStartDate,InventoryEndDate,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
"881","389","OH-507",1,1,8,8,,,,,,,8,1,2020-04-01,,2021-06-14 09:34:36,2021-08-08 14:11:52,"28",,"42412"
"882","389","OH-507",3,1,3,7,,,,,,,7,1,2012-10-01,2020-03-31,2021-06-14 09:34:36,2021-06-14 09:34:36,"5",,"42412"
"883","389","OH-507",1,1,4,4,,,,,,,4,1,2012-10-01,2020-03-31,2021-06-14 09:34:36,2021-08-08 14:11:56,"28",,"42412"
"884","389","OH-507",3,1,5,8,,,,,,,8,1,2020-04-01,,2021-06-14 09:34:36,2021-06-14 09:34:36,"5",,"42412"
"885","390","OH-507",3,1,5,10,,,,,,,10,1,2012-10-01,2014-12-31,2021-06-14 09:34:36,2021-06-14 09:34:36,"5",,"42412"
"886","390","OH-507",1,1,11,11,,,,,,,11,1,2015-01-01,,2021-06-14 09:34:36,2021-08-08 10:51:10,"26",,"42412"
"887","390","OH-507",3,1,4,8,,,,,,,8,1,2015-01-01,,2021-06-14 09:34:36,2021-06-14 09:34:36,"5",,"42412"
"888","390","OH-507",1,1,15,15,,,,,,,15,1,2012-10-01,2014-12-31,2021-06-14 09:34:36,2021-08-08 10:51:17,"26",,"42412"
"889","391","OH-507",1,1,0,13,,,,,,,13,1,2012-10-01,,2021-06-14 09:34:36,2021-06-14 09:34:36,"5",,"42412"
"890","391","OH-507",3,1,8,21,,,,,,,21,1,2012-10-01,,2021-06-14 09:34:36,2021-06-14 09:34:36,"5",,"42412"
"891","392","OH-507",1,1,1,1,,,,,,,1,1,2012-10-01,2016-09-30,2021-06-14 09:34:36,2021-07-07 13:24:29,"28",,"42412"
"892","392","OH-507",1,1,8,8,,,,,,,8,1,2016-10-01,,2021-06-14 09:34:36,2021-07-07 13:24:38,"28",,"42412"
"893","392","OH-507",3,1,2,9,,,,,,,9,1,2016-10-01,,2021-06-14 09:34:36,2021-06-14 09:34:36,"5",,"42412"
"894","392","OH-507",3,1,1,6,,,,,,,6,1,2012-10-01,2015-12-31,2021-06-14 09:34:36,2021-06-14 09:34:36,"5",,"42412"
"895","393","OH-507",1,1,3,3,,,,,,,3,1,2012-10-01,2017-04-30,2021-06-14 09:34:36,2021-07-17 19:28:27,"26",,"42412"
"896","393","OH-507",1,1,4,16,,,,,,,16,1,2018-06-01,2020-10-31,2021-06-14 09:34:36,2021-06-14 09:34:36,"5",,"42412"
"897","393","OH-507",1,1,12,12,,,,,,,12,1,2020-11-01,,2021-06-14 09:34:36,2021-07-17 19:28:21,"26",,"42412"
"898","393","OH-507",3,1,3,11,,,,,,,11,1,2012-10-01,2017-04-30,2021-06-14 09:34:36,2021-06-14 09:34:36,"5",,"42412"
"899","393","OH-507",1,1,10,10,,,,,,,10,1,2017-05-01,2018-05-31,2021-06-14 09:34:36,2021-07-17 19:28:33,"26",,"42412"
"900","393","OH-507",3,1,4,12,,,,,,,12,1,2020-11-01,,2021-06-14 09:34:36,2021-06-14 09:34:36,"5",,"42412"
"901","393","OH-507",3,1,3,10,,,,,,,10,1,2017-05-01,2018-05-30,2021-06-14 09:34:36,2021-06-14 09:34:36,"5",,"42412"
"902","394","OH-507",1,3,2,2,,,,,,,2,2,2012-10-01,2021-09-30,2021-06-14 09:34:37,2022-04-15 15:51:23,"424",,"42412"
"903","394","OH-507",1,1,4,4,,,,,,,4,1,2012-10-01,2016-09-30,2021-06-14 09:34:37,2021-07-11 22:01:25,"30",,"42412"
"904","395","OH-507",1,1,2,2,,,,,,,2,1,2015-01-01,2017-09-30,2021-06-14 09:34:37,2021-08-08 12:03:52,"26",,"42412"
"905","395","OH-507",1,1,1,1,,,,,,,1,1,2017-10-01,,2021-06-14 09:34:37,2021-08-08 12:03:58,"26",,"42412"
"906","395","OH-507",3,1,2,5,,,,,,,5,1,2012-10-01,2014-12-31,2021-06-14 09:34:37,2021-06-14 09:34:37,"5",,"42412"
"907","395","OH-507",1,1,5,5,,,,,,,5,1,2013-10-01,2014-12-31,2021-06-14 09:34:37,2021-08-08 12:04:04,"26",,"42412"
"908","395","OH-507",3,1,2,6,,,,,,,6,1,2015-01-01,2017-09-30,2021-06-14 09:34:37,2021-06-14 09:34:37,"5",,"42412"
"909","395","OH-507",3,1,2,6,,,,,,,6,1,2017-10-01,,2021-06-14 09:34:37,2021-06-14 09:34:37,"5",,"42412"
"910","396","OH-507",3,1,2,6,,,,,,,6,1,2012-10-01,,2021-06-14 09:34:37,2021-06-14 09:34:37,"5",,"42412"
"911","396","OH-507",1,1,20,20,,,,,,,20,1,2012-10-01,,2021-06-14 09:34:37,2021-07-09 02:45:37,"30",,"42412"
"912","397","OH-507",1,,1,1,,,1,,,,,,2013-10-01,,2021-06-14 09:34:37,2024-11-07 16:38:00,"424",,"42412"
"913","397","OH-501",3,,1,2,,,2,,,,,,2013-10-01,,2021-06-14 09:34:37,2024-11-07 16:38:18,"424",,"42412"
"914","399","OH-507",1,,26,26,,,,,,26,,,2014-02-01,,2021-06-14 09:34:37,2021-07-15 14:09:22,"28",,"42412"
"915","399","OH-507",3,,8,24,,,,,,24,,,2017-10-01,,2021-06-14 09:34:37,2021-06-14 09:34:37,"5",,"42412"
"916","399","OH-507",3,,8,29,,,,,,,29,,2014-02-01,2017-09-30,2021-06-14 09:34:37,2021-06-14 09:34:37,"5",,"42412"
"917","400","OH-507",1,,18,18,,,,,,,18,,2013-10-01,2014-12-31,2021-06-14 09:34:37,2021-07-08 22:48:28,"30",,"42412"
"918","400","OH-507",3,,15,38,,,38,,,,,,2013-10-01,2015-12-31,2021-06-14 09:34:37,2021-06-14 09:34:37,"5",,"42412"
"919","400","OH-507",1,,10,25,,,25,,,,,,2015-01-01,,2021-06-14 09:34:37,2024-04-24 16:12:49,"424",,"42412"
"1816","400","OH-507",3,,24,24,,,24,,,,,,2015-01-01,,2023-11-29 14:57:28,2024-04-24 16:12:59,"424",,"42412"
"926","405","OH-507",3,,12,36,,,,,,,36,,2014-01-01,2014-12-31,2021-06-14 09:34:38,2021-07-21 11:12:28,"28",,"42412"
"927","405","OH-507",3,,11,34,,,,,,,34,,2015-01-01,2015-12-31,2021-06-14 09:34:38,2021-06-14 09:34:38,"5",,"42412"
"928","405","OH-507",1,,3,3,,,,,,,3,,2016-10-01,,2021-06-14 09:34:38,2021-07-21 11:12:35,"28",,"42412"
"929","405","OH-507",3,,6,12,,,,,,,12,,2016-10-01,,2021-06-14 09:34:38,2024-04-08 14:19:28,"424",,"42412"
"930","407","OH-504",1,,12,12,,,12,,,,,,2016-10-01,,2021-06-14 09:34:38,2022-02-11 14:46:43,"30",,"42412"
"931","409","OH-504",1,,1,1,,,,,,,1,,2013-10-01,2021-09-30,2021-06-14 09:34:38,2023-01-06 10:45:07,"27",,"42412"
"1756","409","OH-504",1,,1,1,,,1,,,,,,2021-10-01,,2023-01-06 10:45:31,2023-01-06 11:11:00,"27",,"42412"
"1757","409","OH-504",3,,1,2,,,2,,,,,,2021-10-01,,2023-01-06 11:14:45,2023-01-06 12:06:33,"27",,"42412"
"932","411","OH-507",3,,1,3,,,,,,,3,,2016-10-01,,2021-06-14 09:34:38,2021-06-14 09:34:38,"5",,"42412"
"933","411","OH-507",1,,1,1,,,,,,,1,,2016-10-01,,2021-06-14 09:34:38,2021-07-06 22:22:30,"30",,"42412"
"934","413","OH-507",3,,1,1,,,,,,,1,,2016-10-01,,2021-06-14 09:34:38,2021-06-14 09:34:38,"5",,"42412"
"935","413","OH-507",1,,1,1,,,,,,,1,,2016-10-01,,2021-06-14 09:34:38,2021-07-06 22:17:34,"30",,"42412"
"936","414","OH-507",3,,2,8,,,,,,,8,,2014-12-31,2016-10-01,2021-06-14 09:34:38,2021-06-14 09:34:38,"5",,"42412"
"937","414","OH-507",3,,2,7,,,,,,,7,,2014-05-16,2014-12-30,2021-06-14 09:34:38,2021-07-05 16:02:13,"26",,"42412"
"938","414","OH-507",1,,10,10,,,,,,,10,,2016-10-01,,2021-06-14 09:34:38,2024-04-24 16:57:19,"424",,"42412"
"1648","414","OH-507",3,,2,4,,,,,,,4,,2016-10-01,,2022-01-13 14:36:00,2024-04-24 16:57:25,"424",,"42412"
"939","417","OH-507",1,,10,10,,,,,,,10,,2014-05-01,2023-02-01,2021-06-14 09:34:38,2024-01-23 11:46:22,"27",,"42412"
"1841","417","OH-507",1,,7,7,,,,,,,7,,2023-02-02,,2024-01-23 11:47:38,2024-01-23 11:47:38,"27",,"42412"
"940","418","OH-507",3,,21,56,,,,,,,56,,2014-10-01,2017-12-31,2021-06-14 09:34:38,2021-06-14 09:34:38,"5",,"42412"
"941","418","OH-507",3,,3,9,,,,,,9,,,2018-01-01,,2021-06-14 09:34:38,2021-06-14 09:34:38,"5",,"42412"
"946","420","OH-507",3,,10,40,,,,,,40,,,2017-10-01,,2021-06-14 09:34:38,2021-06-14 09:34:38,"5",,"42412"
"947","420","OH-507",3,,13,40,,,,,,,40,,2014-06-17,2017-09-30,2021-06-14 09:34:38,2021-06-14 09:34:38,"5",,"42412"
"948","420","OH-507",1,,3,3,,,,,,,3,,2014-06-17,2017-09-30,2021-06-14 09:34:38,2021-07-20 19:34:16,"26",,"42412"
"949","420","OH-507",1,,6,6,,,,,,6,,,2017-10-01,,2021-06-14 09:34:38,2021-07-20 19:34:22,"26",,"42412"
"950","421","OH-507",1,,9,9,,,,,9,,,,2014-09-03,,2021-06-14 09:34:38,2022-01-27 15:29:21,"424",,"42412"
"951","422","OH-507",3,,18,32,,,,,,,32,,2016-10-01,2017-09-30,2021-06-14 09:34:39,2021-06-14 09:34:39,"5",,"42412"
"952","422","OH-507",3,,18,29,,,,,,,29,,2013-10-01,2016-09-30,2021-06-14 09:34:39,2021-06-14 09:34:39,"5",,"42412"
"953","422","OH-507",1,,14,14,,,,,,,14,,2019-10-01,,2021-06-14 09:34:39,2021-07-11 17:38:16,"26",,"42412"
"954","422","OH-507",3,,4,14,,,,,,,14,,2019-10-01,,2021-06-14 09:34:39,2021-06-14 09:34:39,"5",,"42412"
"955","422","OH-507",3,,13,26,,,,,,26,,,2017-10-01,2019-09-30,2021-06-14 09:34:39,2021-06-14 09:34:39,"5",,"42412"
"957","425","OH-507",3,,12,34,,,34,,,,,,2015-01-01,,2021-06-14 09:34:39,2024-04-24 16:24:30,"424",,"42412"
"958","425","OH-507",1,,50,50,,,50,,,,,,2015-10-01,,2021-06-14 09:34:39,2024-04-23 11:57:43,"424",,"42412"
"959","425","OH-507",3,,25,100,,,,,,,100,,2014-10-01,2014-12-31,2021-06-14 09:34:39,2021-07-21 12:04:17,"28",,"42412"
"960","427","OH-507",1,,2,2,,,,,,,2,,2015-01-01,,2021-06-14 09:34:39,2021-07-19 23:21:05,"30",,"42412"
"961","436","OH-507",4,1,0,5,,,,,5,,,3,2015-01-06,,2021-06-14 09:34:39,2021-06-14 09:34:39,"5",,"42412"
"964","439","OH-507",1,,20,20,,,20,,,,,,2015-01-01,2015-12-31,2021-06-14 09:34:39,2021-08-08 12:55:14,"26",,"42412"
"965","439","OH-507",1,,50,50,,,50,,,,,,2016-01-01,,2021-06-14 09:34:39,2021-08-08 12:55:20,"26",,"42412"
"966","439","OH-507",1,,7,7,,,,,,,7,,2014-01-01,2014-12-31,2021-06-14 09:34:39,2021-08-08 12:55:25,"26",,"42412"
"967","439","OH-507",3,,20,40,,,40,,,,,,2016-01-01,,2021-06-14 09:34:39,2021-06-14 09:34:39,"5",,"42412"
"968","439","OH-507",3,,5,17,,,17,,,,,,2015-01-01,2015-12-31,2021-06-14 09:34:39,2021-06-14 09:34:39,"5",,"42412"
"969","439","OH-507",3,,5,18,,,,,,,18,,2014-01-01,2014-12-31,2021-06-14 09:34:39,2021-06-14 09:34:39,"5",,"42412"
"962","440","OH-507",3,3,1,2,,,,,,,2,2,2015-01-22,2021-09-30,2021-06-14 09:34:39,2022-04-15 15:39:48,"424",,"42412"
"963","440","OH-507",1,3,1,1,,,,,,,1,2,2015-01-22,2021-09-30,2021-06-14 09:34:39,2022-04-15 15:39:56,"424",,"42412"
"970","441","OH-507",3,3,4,13,,,,,,,13,2,2016-10-01,2021-09-30,2021-06-14 09:34:39,2022-04-15 15:46:22,"424",,"42412"
"971","441","OH-507",3,2,0,6,,,,,,,6,3,2015-01-01,2015-03-01,2021-06-14 09:34:39,2021-06-14 09:34:39,"5",,"42412"
"1702","441","OH-507",1,3,15,15,,,,,,,15,2,2021-10-01,2022-09-30,2022-03-29 12:59:21,2024-01-10 16:04:04,"424",,"42412"
"972","442","OH-507",1,1,10,10,,,,,,,10,1,2013-10-01,2014-12-31,2021-06-14 09:34:39,2021-08-08 12:11:25,"26",,"42412"
"973","442","OH-507",1,1,20,20,,,,,,,20,1,2015-01-01,2017-09-30,2021-06-14 09:34:40,2021-08-08 12:11:31,"26",,"42412"
"974","442","OH-507",1,1,15,15,,,,,,,15,1,2017-10-01,,2021-06-14 09:34:40,2021-08-08 12:11:37,"26",,"42412"
"975","443","OH-507",3,3,0,1,,,,,,,1,3,2015-01-01,2016-09-30,2021-06-14 09:34:40,2021-06-14 09:34:40,"5",,"42412"
"976","443","OH-507",3,1,1,2,,,,,,,2,2,2015-01-23,2021-09-30,2021-06-14 09:34:40,2022-04-15 15:50:23,"424",,"42412"
"977","443","OH-507",3,3,0,11,,,,,,,11,2,2013-01-01,2014-12-31,2021-06-14 09:34:40,2021-06-14 09:34:40,"5",,"42412"
"978","443","OH-507",1,1,1,1,,,,,,,1,2,2015-01-23,2021-09-30,2021-06-14 09:34:40,2022-04-15 15:50:30,"424",,"42412"
"984","445","OH-507",3,,8,25,,,25,,,,,,2014-01-01,2014-12-31,2021-06-14 09:34:40,2021-07-11 18:09:11,"26",,"42412"
"985","445","OH-507",3,,10,30,,,30,,,,,,2016-10-01,,2021-06-14 09:34:40,2021-06-14 09:34:40,"5",,"42412"
"986","445","OH-507",1,,30,30,,,30,,,,,,2016-10-01,,2021-06-14 09:34:40,2021-07-11 18:09:19,"26",,"42412"
"987","445","OH-507",1,,20,20,,,20,,,,,,2015-01-01,2016-09-30,2021-06-14 09:34:40,2021-07-11 18:09:24,"26",,"42412"
"988","445","OH-507",3,,5,22,,,22,,,,,,2015-01-01,2016-09-30,2021-06-14 09:34:40,2021-06-14 09:34:40,"5",,"42412"
"979","446","OH-507",1,1,190,190,,,,,,,190,1,2013-01-01,2014-12-31,2021-06-14 09:34:40,2021-07-11 14:29:40,"30",,"42412"
"980","446","OH-507",1,1,40,40,,,,,,,40,1,2016-10-01,,2021-06-14 09:34:40,2021-07-11 14:29:44,"30",,"42412"
"981","446","OH-507",3,1,1,3,,,,,,,3,1,2013-01-01,2014-12-31,2021-06-14 09:34:40,2021-06-14 09:34:40,"5",,"42412"
"982","446","OH-507",3,1,4,10,,,,,,,10,1,2016-10-01,,2021-06-14 09:34:40,2021-06-14 09:34:40,"5",,"42412"
"983","446","OH-507",1,1,14,14,,,,,,,14,1,2015-01-01,2016-09-30,2021-06-14 09:34:40,2021-07-11 14:29:50,"30",,"42412"
"989","447","OH-507",3,,1,2,,,2,,,,,,2015-01-01,,2021-06-14 09:34:40,2021-06-14 09:34:40,"5",,"42412"
"990","447","OH-507",1,,14,14,,,14,,,,,,2015-01-01,,2021-06-14 09:34:40,2021-08-08 10:34:12,"26",,"42412"
"991","448","OH-507",1,,3,3,,,,,,,3,,2015-01-01,,2021-06-14 09:34:40,2021-07-06 17:58:27,"30",,"42412"
"992","448","OH-507",1,,7,7,,,,,,,7,,2012-10-01,2014-12-31,2021-06-14 09:34:40,2021-07-06 17:58:32,"30",,"42412"
"993","448","OH-507",3,,1,2,,,,,,,2,,2015-01-01,,2021-06-14 09:34:40,2021-06-14 09:34:40,"5",,"42412"
"994","449","OH-507",1,1,4,4,,,,,,,4,1,2016-10-01,,2021-06-14 09:34:40,2021-07-12 16:07:56,"28",,"42412"
"995","449","OH-507",3,1,3,12,,,,,,,12,1,2015-06-01,2016-09-30,2021-06-14 09:34:40,2021-07-12 16:08:05,"28",,"42412"
"996","449","OH-507",3,1,3,6,,,,,,,6,1,2016-10-01,,2021-06-14 09:34:40,2021-06-14 09:34:40,"5",,"42412"
"997","450","OH-507",1,,8,8,,,,,,8,,,2015-12-01,,2021-06-14 09:34:40,2021-08-06 19:39:57,"26",,"42412"
"1004","451","OH-507",1,2,10,10,,,,,,,10,1,2018-10-01,2019-03-31,2021-06-14 09:34:41,2021-07-12 14:46:16,"28",,"42412"
"1005","451","OH-507",3,2,3,10,,,,,,,10,1,2014-11-01,2015-03-01,2021-06-14 09:34:41,2021-07-12 14:46:23,"28",,"42412"
"1006","451","OH-507",1,2,4,4,,,,,,,4,3,2016-10-01,2017-03-31,2021-06-14 09:34:41,2021-07-12 14:46:31,"28",,"42412"
"1007","451","OH-507",1,2,10,10,,,,,,,10,1,2019-10-01,2020-03-31,2021-06-14 09:34:41,2021-07-12 14:46:37,"28",,"42412"
"1008","451","OH-507",3,3,3,10,,,,,,,10,2,2016-01-01,2016-03-31,2021-06-14 09:34:41,2021-07-12 14:46:43,"28",,"42412"
"1707","451","OH-507",1,2,10,10,,,,,,,10,1,2021-10-01,2022-03-31,2022-04-19 16:09:09,2022-04-19 16:09:09,"424",,"42412"
"1708","451","OH-507",3,2,3,10,,,,,,,10,1,2021-10-01,2022-03-31,2022-04-19 16:09:41,2022-04-19 16:09:41,"424",,"42412"
"1791","451","OH-507",1,2,10,10,,,,,,,10,1,2022-11-01,2023-03-31,2023-03-20 16:05:52,2023-03-20 16:05:52,"424",,"42412"
"1792","451","OH-507",3,2,3,10,,,,,,,10,1,2022-11-01,2023-03-31,2023-03-20 16:06:18,2023-03-20 16:06:18,"424",,"42412"
"1905","451","OH-507",1,2,10,10,,,,,,,10,1,2024-11-01,2025-03-31,2024-12-02 16:33:12,2024-12-02 16:33:12,"27",,"42412"
"1906","451","OH-507",3,2,3,10,,,,,,,10,1,2024-11-01,2025-03-31,2024-12-02 16:34:03,2024-12-02 16:34:03,"27",,"42412"
"998","452","OH-507",1,,2,2,,,,,,,2,,2015-03-01,2016-09-30,2021-06-14 09:34:40,2021-07-20 20:55:53,"30",,"42412"
"999","452","OH-507",1,,5,5,,,,,,5,,,2016-10-01,2017-09-30,2021-06-14 09:34:40,2021-07-20 20:55:57,"30",,"42412"
"1000","452","OH-507",3,,1,3,,,,,,,3,,2017-10-01,,2021-06-14 09:34:40,2022-01-27 15:25:23,"424",,"42412"
"1001","452","OH-507",3,,0,3,,,,,,,3,,2015-03-01,2016-09-30,2021-06-14 09:34:41,2021-06-14 09:34:41,"5",,"42412"
"1002","452","OH-507",3,,2,5,,,,,,5,,,2016-10-01,2017-09-30,2021-06-14 09:34:41,2021-06-14 09:34:41,"5",,"42412"
"1003","452","OH-507",1,,3,3,,,,,,,3,,2017-10-01,,2021-06-14 09:34:41,2022-01-27 15:25:33,"424",,"42412"
"1009","453","OH-507",3,3,1,1,,,,,,,1,2,2015-01-01,2015-09-30,2021-06-14 09:34:41,2021-07-07 12:59:58,"28",,"42412"
"1010","453","OH-507",3,1,1,2,,,,,,,2,2,2015-03-16,2021-09-30,2021-06-14 09:34:41,2022-04-15 15:37:12,"424",,"42412"
"1011","453","OH-507",1,1,1,1,,,,,,,1,2,2015-03-16,2021-09-30,2021-06-14 09:34:41,2022-04-15 15:37:19,"424",,"42412"
"1012","454","OH-507",1,,6,6,,,,,6,,,,2015-01-01,2021-03-04,2021-06-14 09:34:41,2021-07-21 17:26:05,"26",,"42412"
"1013","454","OH-507",1,,10,10,,,,,10,,,,2021-03-05,,2021-06-14 09:34:41,2022-11-29 14:13:22,"424",,"42412"
"1014","455","OH-507",3,3,0,1,,,,,,,1,2,2015-01-01,2015-09-30,2021-06-14 09:34:41,2021-06-14 09:34:41,"5",,"42412"
"1015","455","OH-507",3,3,1,2,,,,,,,2,2,2016-10-01,2021-09-30,2021-06-14 09:34:41,2022-04-15 15:39:12,"424",,"42412"
"1016","457","OH-507",3,1,1,2,,,,,,,2,2,2015-01-01,,2021-06-14 09:34:41,2022-04-15 15:47:46,"424",,"42412"
"1017","457","OH-507",1,1,1,1,,,,,,,1,2,2015-01-01,,2021-06-14 09:34:41,2022-04-15 15:47:54,"424",,"42412"
"1018","457","OH-507",3,3,1,2,,,,,,,2,1,2015-01-01,2015-09-30,2021-06-14 09:34:41,2021-08-07 14:59:11,"26",,"42412"
"1020","458","OH-507",1,,13,13,,,,,,,13,,2015-03-01,,2021-06-14 09:34:41,2022-01-27 15:25:50,"424",,"42412"
"1022","462","OH-507",3,3,2,5,,,,,,,5,2,2016-01-01,2016-09-30,2021-06-14 09:34:42,2021-07-10 14:29:52,"26",,"42412"
"1023","462","OH-507",1,3,1,1,,,,,,,1,2,2017-10-01,,2021-06-14 09:34:42,2024-01-10 13:50:38,"424",,"42412"
"1024","462","OH-507",3,3,1,1,,,,,,,1,2,2015-01-01,2015-12-31,2021-06-14 09:34:42,2021-07-10 14:30:17,"26",,"42412"
"1742","462","OH-507",3,3,1,2,,,,,,,2,2,2021-10-01,2023-12-31,2022-11-29 14:22:30,2024-04-08 13:51:49,"424",,"42412"
"1033","463","OH-507",1,,28,28,,,28,,,,,,2015-01-01,2016-09-30,2021-06-14 09:34:42,2021-08-08 10:59:26,"26",,"42412"
"1034","463","OH-507",3,,2,8,,,8,,,,,,2015-01-01,2016-09-30,2021-06-14 09:34:42,2021-06-14 09:34:42,"5",,"42412"
"1035","463","OH-507",3,,8,18,,,18,,,,,,2016-10-01,,2021-06-14 09:34:42,2021-06-14 09:34:42,"5",,"42412"
"1036","463","OH-507",1,,53,53,,,53,,,,,,2016-10-01,,2021-06-14 09:34:42,2021-08-08 10:59:32,"26",,"42412"
"1037","465","OH-507",3,1,2,4,,,,,,,4,1,2015-01-01,,2021-06-14 09:34:42,2021-06-14 09:34:42,"5",,"42412"
"1038","465","OH-507",1,1,1,1,,,,,,,1,1,2015-01-01,,2021-06-14 09:34:42,2021-08-08 13:30:50,"26",,"42412"
"1040","466","OH-507",3,,3,12,,,12,,,,,,2016-10-01,,2021-06-14 09:34:42,2021-06-14 09:34:42,"5",,"42412"
"1041","466","OH-507",1,,24,24,,,24,,,,,,2015-01-01,2016-09-30,2021-06-14 09:34:42,2021-07-06 17:51:45,"30",,"42412"
"1042","466","OH-507",3,,1,5,,,5,,,,,,2015-01-01,2016-09-30,2021-06-14 09:34:42,2021-06-14 09:34:42,"5",,"42412"
"1043","466","OH-507",1,,37,37,,,37,,,,,,2016-10-01,,2021-06-14 09:34:42,2021-07-06 17:51:52,"30",,"42412"
"1044","467","OH-507",3,3,0,1,,,,,,,1,2,2015-01-01,2015-09-30,2021-06-14 09:34:42,2021-06-14 09:34:42,"5",,"42412"
"1045","467","OH-507",1,1,2,2,,,,,,,2,2,2015-01-01,,2021-06-14 09:34:42,2022-03-29 14:40:11,"424",,"42412"
"1046","467","OH-507",3,1,1,2,,,,,,,2,2,2015-01-01,,2021-06-14 09:34:42,2021-06-14 09:34:42,"5",,"42412"
"1039","468","OH-507",1,,18,18,,,18,,,,,,2015-01-01,,2021-06-14 09:34:42,2024-04-24 16:15:05,"424",,"42412"
"1748","468","OH-507",3,,5,10,,,10,,,,,,2015-01-01,,2022-12-13 16:06:33,2024-04-24 16:14:57,"424",,"42412"
"1049","470","OH-507",3,,5,13,,,,,,,13,,2015-08-01,,2021-06-14 09:34:43,2024-04-24 16:58:45,"424",,"42412"
"1050","470","OH-507",1,,1,1,,,,,,,1,,2015-08-01,2022-09-30,2021-06-14 09:34:43,2024-01-05 09:43:27,"424",,"42412"
"1058","481","OH-507",1,,2,2,,,2,,,,,,2015-01-01,,2021-06-14 09:34:43,2024-04-08 13:57:35,"424",,"42412"
"1059","481","OH-507",3,,1,3,,,,,,,3,,2013-10-01,2014-12-31,2021-06-14 09:34:43,2021-06-14 09:34:43,"5",,"42412"
"1060","482","OH-507",1,,3,3,,,3,,,,,,2014-10-01,,2021-06-14 09:34:43,2021-09-23 14:23:36,"28",,"42412"
"1065","486","OH-507",3,,12,34,,,,,,,34,,2015-02-01,,2021-06-14 09:34:43,2024-04-24 16:48:00,"424",,"42412"
"1066","487","OH-507",1,,8,8,,,,,,,8,,2016-01-01,2016-09-30,2021-06-14 09:34:43,2021-07-17 20:46:30,"26",,"42412"
"1067","487","OH-507",1,,7,7,,,,,,,7,,2016-10-01,2020-01-01,2021-06-14 09:34:43,2022-02-11 15:22:52,"424",,"42412"
"1684","487","OH-507",1,,1,1,,,,,,,1,,2021-10-01,,2022-02-11 15:23:21,2023-03-30 08:11:14,"424",,"42412"
"1797","487","OH-507",3,,2,5,,,,,,,5,,2021-10-01,,2023-03-30 08:11:40,2023-03-30 08:11:40,"424",,"42412"
"1069","490","OH-507",1,,7,7,,,7,,,,,,2016-07-20,,2021-06-14 09:34:43,2024-04-24 16:39:52,"424",,"42412"
"1072","493","OH-507",1,,10,10,,,,,,10,,,2016-01-01,,2021-06-14 09:34:43,2021-07-08 15:43:24,"30",,"42412"
"1073","497","OH-507",3,,1,2,,,2,,,,,,2017-01-01,2022-03-16,2021-06-14 09:34:44,2023-02-01 16:27:27,"227",,"42412"
"1074","497","OH-507",3,,1,3,,,,,,,3,,2013-10-01,2014-12-31,2021-06-14 09:34:44,2021-06-14 09:34:44,"5",,"42412"
"1075","498","OH-507",1,,77,77,,,77,,,,,,2016-10-01,,2021-06-14 09:34:44,2021-08-08 12:47:40,"26",,"42412"
"1076","498","OH-507",3,,40,120,,,120,,,,,,2016-10-01,,2021-06-14 09:34:44,2021-06-14 09:34:44,"5",,"42412"
"1077","498","OH-507",1,,62,62,,,62,,,,,,2015-01-01,2016-09-30,2021-06-14 09:34:44,2021-08-08 12:47:46,"26",,"42412"
"1078","498","OH-507",1,,40,40,,,40,,,,,,2013-10-01,2014-12-31,2021-06-14 09:34:44,2021-08-08 12:47:51,"26",,"42412"
"1079","498","OH-507",3,,35,105,,,105,,,,,,2013-10-01,2015-12-31,2021-06-14 09:34:44,2021-06-14 09:34:44,"5",,"42412"
"1080","498","OH-507",3,,35,125,,,125,,,,,,2016-01-01,2016-09-30,2021-06-14 09:34:44,2021-06-14 09:34:44,"5",,"42412"
"1081","499","OH-507",3,,9,33,,,,,,,33,,2016-07-01,2017-09-30,2021-06-14 09:34:44,2021-06-14 09:34:44,"5",,"42412"
"1082","499","OH-507",1,,7,7,,,,,,,7,,2016-07-01,2017-09-30,2021-06-14 09:34:44,2021-07-16 17:02:15,"28",,"42412"
"1083","499","OH-507",3,,9,33,,,,,,33,,,2017-10-01,,2021-06-14 09:34:44,2021-06-14 09:34:44,"5",,"42412"
"1084","499","OH-507",1,,5,5,,,,,,5,,,2017-10-01,,2021-06-14 09:34:44,2021-07-16 17:02:22,"28",,"42412"
"1086","501","OH-507",3,3,1,1,,,,,,,1,3,2017-01-01,,2021-06-14 09:34:44,2021-06-14 09:34:44,"5",,"42412"
"1087","502","OH-507",3,1,5,14,,,,,,,14,1,2016-10-01,2021-07-01,2021-06-14 09:34:44,2022-12-12 09:54:32,"424",,"42412"
"1872","502","OH-507",3,1,3,14,,,,,,,14,1,2023-09-03,,2024-06-06 16:27:16,2024-06-06 16:27:16,"227",,"42412"
"1088","503","OH-507",3,1,4,10,,,,,,,10,3,2015-10-01,,2021-06-14 09:34:44,2021-06-14 09:34:44,"5",,"42412"
"1089","504","OH-507",3,1,3,8,,,,,,,8,1,2023-09-30,2023-09-30,2021-06-14 09:34:44,2024-03-05 11:43:28,"227",,"42412"
